@relation features-weka.filters.unsupervised.attribute.Remove-R6-7

@attribute doesHaveLinks {False,True}
@attribute doesHaveSpammyWords {False,True}
@attribute lengthOfText numeric
@attribute numberOfSymbols numeric
@attribute numberOfWordsContainingLettersAndNumbers numeric
@attribute classlabel {ham,spam}

@data
False,False,64,7,0,ham
False,False,30,2,0,ham
False,False,26,3,0,ham
False,False,189,7,0,ham
False,False,160,13,0,ham
False,False,26,1,0,ham
False,False,29,1,0,ham
False,False,24,1,0,ham
False,False,29,2,0,ham
False,False,47,2,0,ham
False,False,72,1,0,ham
False,False,37,2,0,ham
False,False,125,9,0,ham
False,False,52,4,0,ham
False,False,192,17,0,ham
False,True,126,2,0,ham
False,False,39,7,0,ham
False,False,25,1,0,ham
False,False,35,4,0,ham
False,False,33,2,0,ham
False,False,38,1,0,ham
False,True,156,7,1,spam
False,False,77,3,0,ham
False,False,38,1,0,ham
False,False,19,2,0,ham
False,False,130,22,0,ham
False,False,133,5,0,ham
False,False,40,1,0,ham
False,False,11,4,0,ham
False,False,45,2,0,ham
False,False,67,10,0,ham
False,False,40,2,0,ham
False,False,92,11,0,ham
False,True,108,6,0,ham
False,False,145,20,0,ham
False,False,30,2,0,ham
False,False,2,0,0,ham
False,False,125,6,0,ham
False,False,133,15,0,ham
False,False,56,5,0,ham
False,False,42,3,0,ham
False,False,70,5,0,ham
False,False,50,2,0,ham
False,False,112,5,0,spam
False,False,106,4,0,spam
False,True,159,2,0,spam
False,False,135,4,0,ham
False,False,156,7,0,spam
False,False,46,5,0,ham
False,False,139,4,0,spam
False,False,38,2,0,ham
False,False,46,4,0,ham
False,False,44,2,0,ham
False,False,212,13,0,ham
False,False,51,1,0,ham
False,False,116,6,0,ham
False,False,90,3,0,spam
True,True,161,6,1,spam
False,False,80,0,0,ham
False,False,48,2,0,ham
False,False,42,3,0,spam
False,False,64,6,0,ham
False,False,88,3,0,ham
False,False,169,6,0,ham
False,False,147,1,0,ham
False,False,24,2,0,ham
False,False,101,9,0,ham
False,False,40,3,0,ham
False,False,36,5,0,ham
False,False,26,0,0,ham
False,False,23,1,0,ham
False,False,59,0,0,ham
False,False,104,5,0,ham
False,False,41,1,0,ham
False,False,50,1,0,ham
False,False,40,1,0,ham
False,False,29,1,0,ham
False,False,49,3,0,ham
False,False,45,1,0,ham
False,False,175,17,0,ham
False,False,86,0,1,ham
False,False,129,2,0,ham
False,False,40,6,0,ham
False,False,69,7,1,ham
False,False,28,1,0,ham
False,False,34,0,0,ham
False,False,166,12,0,ham
False,False,23,4,0,ham
False,False,39,2,0,ham
False,False,82,6,0,ham
False,False,36,3,0,ham
False,False,80,3,0,ham
False,False,81,0,2,ham
False,False,10,0,0,ham
False,False,90,2,0,ham
False,False,112,3,0,ham
False,False,40,2,0,ham
False,False,72,5,0,ham
False,False,82,8,0,ham
False,False,37,2,0,ham
False,False,40,3,0,ham
False,False,39,6,0,ham
False,False,22,2,0,ham
False,False,84,6,0,ham
False,False,40,3,0,ham
False,False,45,1,0,ham
False,False,106,3,0,spam
False,False,32,1,0,ham
False,False,97,5,0,ham
False,False,102,3,0,ham
False,False,34,1,0,ham
False,False,22,1,0,ham
False,False,51,1,0,ham
False,False,59,0,0,ham
False,False,33,4,0,ham
False,False,26,1,0,ham
False,False,28,1,0,ham
False,False,34,3,0,ham
False,False,44,4,0,ham
False,False,45,2,0,ham
False,False,90,2,0,ham
False,False,99,4,0,ham
False,True,164,12,0,spam
False,False,70,5,0,ham
False,False,68,2,0,ham
False,False,104,4,0,ham
